2/11/2017 8:59:01 AM,Application Starting...
2/11/2017 8:59:22 AM,Application Started Successfully
2/11/2017 9:01:08 AM,Application Ended: Change in App_Offline.htm
HostingEnvironment initiated shutdown
Change in App_Offline.htm
HostingEnvironment caused shutdown
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change in App_Offline.htm
2/11/2017 9:01:17 AM,Application Starting...
2/11/2017 9:01:36 AM,Application Started Successfully
2/11/2017 9:09:12 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/11/2017 11:10:41 AM,Application Starting...
2/11/2017 11:10:53 AM,Application Started Successfully
2/11/2017 3:22:48 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/11/2017 3:22:59 PM,Application Starting...
2/11/2017 3:23:12 PM,Application Started Successfully
2/11/2017 4:42:34 PM,Application Ended: CONFIG change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/11/2017 4:45:01 PM,Application Starting...
2/11/2017 4:45:13 PM,Application Started Successfully
2/11/2017 4:48:05 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/11/2017 4:50:15 PM,Application Starting...
2/11/2017 4:50:28 PM,Application Started Successfully
2/11/2017 4:50:38 PM,Application Ended: CONFIG change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/11/2017 4:50:39 PM,Application Starting...
2/11/2017 4:50:52 PM,Application Started Successfully
2/11/2017 4:55:38 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/11/2017 5:53:45 PM,Application Starting...
2/11/2017 5:53:58 PM,Application Started Successfully
2/12/2017 1:00:21 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/12/2017 4:36:08 AM,Application Starting...
2/12/2017 4:36:18 AM,Application Started Successfully
2/12/2017 1:08:35 PM,Application Ended: User code called UnloadAppDomain
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/12/2017 1:08:39 PM,Application Starting...
2/12/2017 1:08:52 PM,Application Started Successfully
2/13/2017 1:00:02 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/13/2017 2:07:07 AM,Application Starting...
2/13/2017 2:07:20 AM,Application Started Successfully
2/14/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 1:45:35 AM,Application Starting...
2/14/2017 1:45:45 AM,Application Started Successfully
2/14/2017 3:13:52 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 3:15:12 PM,Application Starting...
2/14/2017 3:15:25 PM,Application Started Successfully
2/14/2017 6:52:02 PM,Application Ended: CONFIG change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 6:52:16 PM,Application Starting...
2/14/2017 6:52:29 PM,Application Started Successfully
2/14/2017 6:53:17 PM,Application Ended: CONFIG change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 6:53:24 PM,Application Starting...
2/14/2017 6:53:37 PM,Application Started Successfully
2/14/2017 6:54:08 PM,Application Ended: CONFIG change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 6:54:13 PM,Application Starting...
2/14/2017 6:54:26 PM,Application Started Successfully
2/14/2017 6:56:27 PM,Application Ended: CONFIG change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 6:56:45 PM,Application Starting...
2/14/2017 6:56:58 PM,Application Started Successfully
2/14/2017 6:57:19 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
CONFIG change
HostingEnvironment caused shutdown
2/14/2017 6:57:32 PM,Application Starting...
2/14/2017 6:57:44 PM,Application Started Successfully
2/14/2017 6:58:57 PM,Application Starting...
2/14/2017 6:59:06 PM,Application Started Successfully
2/14/2017 6:59:07 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 6:59:07 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:01:35 PM,Application Starting...
2/14/2017 7:01:44 PM,Application Started Successfully
2/14/2017 7:04:54 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:05:14 PM,Application Starting...
2/14/2017 7:05:26 PM,Application Started Successfully
2/14/2017 7:07:57 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:08:07 PM,Application Starting...
2/14/2017 7:08:20 PM,Application Started Successfully
2/14/2017 7:08:54 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:16:49 PM,Application Starting...
2/14/2017 7:17:02 PM,Application Started Successfully
2/14/2017 7:26:47 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:28:39 PM,Application Starting...
2/14/2017 7:28:52 PM,Application Started Successfully
2/14/2017 7:29:56 PM,Application Starting...
2/14/2017 7:30:10 PM,Application Started Successfully
2/14/2017 7:30:10 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:30:10 PM,Application Starting...
2/14/2017 7:30:24 PM,Application Started Successfully
2/14/2017 7:30:24 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:31:00 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:31:08 PM,Application Starting...
2/14/2017 7:31:20 PM,Application Started Successfully
2/14/2017 7:33:10 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:33:17 PM,Application Starting...
2/14/2017 7:33:30 PM,Application Started Successfully
2/14/2017 7:38:10 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:56:06 PM,Application Starting...
2/14/2017 7:56:19 PM,Application Started Successfully
2/14/2017 7:57:24 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 7:57:36 PM,Application Starting...
2/14/2017 7:57:49 PM,Application Started Successfully
2/14/2017 8:01:51 PM,Application Ended: IIS configuration change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 8:02:14 PM,Application Starting...
2/14/2017 8:02:27 PM,Application Started Successfully
2/14/2017 8:09:06 PM,Application Ended: CONFIG change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 8:09:15 PM,Application Starting...
2/14/2017 8:09:28 PM,Application Started Successfully
2/14/2017 8:10:51 PM,Application Ended: CONFIG change
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 8:11:03 PM,Application Starting...
2/14/2017 8:11:16 PM,Application Started Successfully
2/14/2017 8:14:56 PM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/14/2017 8:18:26 PM,Application Starting...
2/14/2017 8:18:40 PM,Application Started Successfully
2/15/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/15/2017 2:55:43 AM,Application Starting...
2/15/2017 2:55:56 AM,Application Started Successfully
2/16/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/16/2017 2:07:26 AM,Application Starting...
2/16/2017 2:07:36 AM,Application Started Successfully
2/17/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/17/2017 1:45:22 AM,Application Starting...
2/17/2017 1:45:32 AM,Application Started Successfully
2/18/2017 1:00:00 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/18/2017 4:06:45 AM,Application Starting...
2/18/2017 4:06:55 AM,Application Started Successfully
2/19/2017 1:00:02 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/19/2017 2:07:43 AM,Application Starting...
2/19/2017 2:07:52 AM,Application Started Successfully
2/20/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/20/2017 1:40:01 AM,Application Starting...
2/20/2017 1:40:11 AM,Application Started Successfully
2/21/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/21/2017 7:56:54 AM,Application Starting...
2/21/2017 7:57:04 AM,Application Started Successfully
2/22/2017 1:00:02 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/22/2017 2:07:53 AM,Application Starting...
2/22/2017 2:08:03 AM,Application Started Successfully
2/23/2017 1:00:00 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/23/2017 1:17:22 AM,Application Starting...
2/23/2017 1:17:31 AM,Application Started Successfully
2/24/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/24/2017 5:36:50 AM,Application Starting...
2/24/2017 5:37:01 AM,Application Started Successfully
2/25/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/25/2017 1:32:37 AM,Application Starting...
2/25/2017 1:32:46 AM,Application Started Successfully
2/26/2017 1:00:00 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/26/2017 1:28:57 AM,Application Starting...
2/26/2017 1:29:07 AM,Application Started Successfully
2/27/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/27/2017 1:12:23 AM,Application Starting...
2/27/2017 1:12:32 AM,Application Started Successfully
2/28/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
2/28/2017 2:08:14 AM,Application Starting...
2/28/2017 2:08:24 AM,Application Started Successfully
3/1/2017 1:00:01 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
3/1/2017 2:23:36 AM,Application Starting...
3/1/2017 2:23:46 AM,Application Started Successfully
3/2/2017 1:00:00 AM,Application Ended: HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown
3/2/2017 9:08:16 AM,Application Starting...
3/2/2017 9:08:26 AM,Application Started Successfully
